"","Associatednumber","Sample","DNA_concentration_ng.uL","Station","StationNumber","Stromkilometer","Sample_type","Sample_date","Sat_O2_Perc","Temperature_TBDHereon","Salinity_PSU","Turbidity_NTU","pH","O2_uM","SPM_mgperL","DOC_mg.L","TN_mg.L","DIC_mg.L","Silicate_mg.L","Ammonium_mg.L","Nitrite_mg.L","Nitrate_mg.L","Total_DIN_uM","SRP_mgperL","TotalDissolvedPhosphate_mg.L","Ammonium_uM","Nitrite_uM","Nitrate_uM","SRP_uM","Phosphate_uM","Silicate_uM","DOC_uM.L","DIC_uM.L","RespirationRate_O2ug.L.h","POC_mgperL","PTC_mgperL","PTN_mgperL","PTH_mgperL","TEP_um2perL","CSP_um2perL","ParticleArea_um2perL","dCH4_uM","dCH4_nM","dCO2_uM","dCO2_nM","sampleid","AccessionNumber_TBDSven","data_type"
"170",104,"TL2",48,"Twielenfleth",3,651,"Light_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,64,10.49,3.883,20.86,4.994,0.088,0.033,2.987,NA,0.038,0.045601,NA,NA,NA,NA,NA,NA,873.3878958,1736.7847,NA,10.54353697,12.47000554,3.943271043,2.65110354,544688695010881,162960070592368,101217189791951,0.083311144,83.31114381,84.92569363,84925.69363,"GROS22.1_SAMEA110290347_METAT.genecount.profile","SAMEA110290347","METAT"
"171",104,"TL2",48,"Twielenfleth",3,651,"Light_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,64,10.49,3.883,20.86,4.994,0.088,0.033,2.987,NA,0.038,0.045601,NA,NA,NA,NA,NA,NA,873.3878958,1736.7847,NA,10.54353697,12.47000554,3.943271043,2.65110354,544688695010881,162960070592368,101217189791951,0.083311144,83.31114381,84.92569363,84925.69363,"GROS22.1_SAMEA110290347_METAG.genecount.profile","SAMEA110290347","METAG"
"172",105,"TH1",0.532,"Twielenfleth",3,651,"Heavy_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,111.2,10.33,4.042,22.33,4.501,0.085,0.033,2.989,NA,0.045,0.049112,NA,NA,NA,NA,NA,NA,860.0664408,1859.175568,16.67108698,15.99891892,19.95593642,4.81322576,3.63299374,94935466010063,177444645655267,65659629052901,0.12094521,120.9452096,84.93286456,84932.86456,"GROS22.1_SAMEA110290348_METAG.genecount.profile","SAMEA110290348","METAG"
"173",105,"TH1",0.532,"Twielenfleth",3,651,"Heavy_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,111.2,10.33,4.042,22.33,4.501,0.085,0.033,2.989,NA,0.045,0.049112,NA,NA,NA,NA,NA,NA,860.0664408,1859.175568,16.67108698,15.99891892,19.95593642,4.81322576,3.63299374,94935466010063,177444645655267,65659629052901,0.12094521,120.9452096,84.93286456,84932.86456,"GROS22.1_SAMEA110290348_METAT.genecount.profile","SAMEA110290348","METAT"
"174",106,"TH2",29,"Twielenfleth",3,651,"Heavy_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,111.2,10.49,3.883,20.86,4.994,0.088,0.033,2.987,NA,0.038,0.045601,NA,NA,NA,NA,NA,NA,873.3878958,1736.7847,NA,16.25617415,20.00404904,4.748421007,3.9275608,94935466010063,177444645655267,65659629052901,0.083311144,83.31114381,84.92569363,84925.69363,"GROS22.1_SAMEA110290349_METAG.genecount.profile","SAMEA110290349","METAG"
"175",106,"TH2",29,"Twielenfleth",3,651,"Heavy_fraction","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,111.2,10.49,3.883,20.86,4.994,0.088,0.033,2.987,NA,0.038,0.045601,NA,NA,NA,NA,NA,NA,873.3878958,1736.7847,NA,16.25617415,20.00404904,4.748421007,3.9275608,94935466010063,177444645655267,65659629052901,0.083311144,83.31114381,84.92569363,84925.69363,"GROS22.1_SAMEA110290349_METAT.genecount.profile","SAMEA110290349","METAT"
"176",107,"TF1",0.109,"Twielenfleth",3,651,"Free_living","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,NA,10.33,4.042,22.33,4.501,0.085,0.033,2.989,NA,0.045,0.049112,NA,NA,NA,NA,NA,NA,860.0664408,1859.175568,NA,NA,NA,NA,NA,NA,NA,NA,0.12094521,120.9452096,84.93286456,84932.86456,NA,NA,NA
"177",108,"TF2",44,"Twielenfleth",3,651,"Free_living","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,NA,10.49,3.883,20.86,4.994,0.088,0.033,2.987,NA,0.038,0.045601,NA,NA,NA,NA,NA,NA,873.3878958,1736.7847,NA,NA,NA,NA,NA,NA,NA,NA,0.083311144,83.31114381,84.92569363,84925.69363,"GROS22.1_SAMEA110290351_METAG.genecount.profile","SAMEA110290351","METAG"
"178",108,"TF2",44,"Twielenfleth",3,651,"Free_living","Feb-22",89.83,5.740866882,0.378776,61.70299606,NA,350.55,NA,10.49,3.883,20.86,4.994,0.088,0.033,2.987,NA,0.038,0.045601,NA,NA,NA,NA,NA,NA,873.3878958,1736.7847,NA,NA,NA,NA,NA,NA,NA,NA,0.083311144,83.31114381,84.92569363,84925.69363,"GROS22.1_SAMEA110290351_METAT.genecount.profile","SAMEA110290351","METAT"
"179",109,"BbL1",200,"Brunsbuttel",5,694,"Light_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,96.8,10.75,3.696,23.1,4.833,0.034,0.011,2.597,NA,0.05,0.045564,NA,NA,NA,NA,NA,NA,895.0352602,1923.285071,-2.382044857,12.14892744,15.09459804,4.17401524,3.63299374,606873380683603,464611715379518,101775897560322,0.062980016,62.98001629,90.18776195,90187.76195,"GROS22.1_SAMEA110290352_METAG.genecount.profile","SAMEA110290352","METAG"
"180",109,"BbL1",200,"Brunsbuttel",5,694,"Light_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,96.8,10.75,3.696,23.1,4.833,0.034,0.011,2.597,NA,0.05,0.045564,NA,NA,NA,NA,NA,NA,895.0352602,1923.285071,-2.382044857,12.14892744,15.09459804,4.17401524,3.63299374,606873380683603,464611715379518,101775897560322,0.062980016,62.98001629,90.18776195,90187.76195,"GROS22.1_SAMEA110290352_METAT.genecount.profile","SAMEA110290352","METAT"
"181",110,"BbL2",35,"Brunsbuttel",5,694,"Light_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,96.8,10.77,3.687,24.18,4.833,0.037,0.011,2.571,NA,0.048,0.048926,NA,NA,NA,NA,NA,NA,896.7004421,2013.204892,NA,12.313885,15.02193817,4.572662661,3.73118276,606873380683603,464611715379518,101775897560322,0.053955507,53.95550718,82.48756134,82487.56134,"GROS22.1_SAMEA110290353_METAG.genecount.profile","SAMEA110290353","METAG"
"182",110,"BbL2",35,"Brunsbuttel",5,694,"Light_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,96.8,10.77,3.687,24.18,4.833,0.037,0.011,2.571,NA,0.048,0.048926,NA,NA,NA,NA,NA,NA,896.7004421,2013.204892,NA,12.313885,15.02193817,4.572662661,3.73118276,606873380683603,464611715379518,101775897560322,0.053955507,53.95550718,82.48756134,82487.56134,"GROS22.1_SAMEA110290353_METAT.genecount.profile","SAMEA110290353","METAT"
"183",111,"BbH1",20,"Brunsbuttel",5,694,"Heavy_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,82.8,10.75,3.696,23.1,4.833,0.034,0.011,2.597,NA,0.05,0.045564,NA,NA,NA,NA,NA,NA,895.0352602,1923.285071,27.75704443,10.27548094,12.78519229,3.575062218,2.9456706,178208484043926,257672891873726,124018427701736,0.062980016,62.98001629,90.18776195,90187.76195,"GROS22.1_SAMEA110290354_METAG.genecount.profile","SAMEA110290354","METAG"
"184",111,"BbH1",20,"Brunsbuttel",5,694,"Heavy_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,82.8,10.75,3.696,23.1,4.833,0.034,0.011,2.597,NA,0.05,0.045564,NA,NA,NA,NA,NA,NA,895.0352602,1923.285071,27.75704443,10.27548094,12.78519229,3.575062218,2.9456706,178208484043926,257672891873726,124018427701736,0.062980016,62.98001629,90.18776195,90187.76195,"GROS22.1_SAMEA110290354_METAT.genecount.profile","SAMEA110290354","METAT"
"185",112,"BbH2",29,"Brunsbuttel",5,694,"Heavy_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,82.8,10.77,3.687,24.18,4.833,0.037,0.011,2.571,NA,0.048,0.048926,NA,NA,NA,NA,NA,NA,896.7004421,2013.204892,NA,10.15470845,12.9246207,2.765984693,2.9456706,178208484043926,257672891873726,124018427701736,0.053955507,53.95550718,82.48756134,82487.56134,"GROS22.1_SAMEA110290355_METAT.genecount.profile","SAMEA110290355","METAT"
"186",112,"BbH2",29,"Brunsbuttel",5,694,"Heavy_fraction","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,82.8,10.77,3.687,24.18,4.833,0.037,0.011,2.571,NA,0.048,0.048926,NA,NA,NA,NA,NA,NA,896.7004421,2013.204892,NA,10.15470845,12.9246207,2.765984693,2.9456706,178208484043926,257672891873726,124018427701736,0.053955507,53.95550718,82.48756134,82487.56134,"GROS22.1_SAMEA110290355_METAG.genecount.profile","SAMEA110290355","METAG"
"187",113,"BbF1",0.0276,"Brunsbuttel",5,694,"Free_living","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,NA,10.75,3.696,23.1,4.833,0.034,0.011,2.597,NA,0.05,0.045564,NA,NA,NA,NA,NA,NA,895.0352602,1923.285071,NA,NA,NA,NA,NA,NA,NA,NA,0.062980016,62.98001629,90.18776195,90187.76195,"GROS22.1_SAMEA110290356_METAT.genecount.profile","SAMEA110290356","METAT"
"188",113,"BbF1",0.0276,"Brunsbuttel",5,694,"Free_living","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,NA,10.75,3.696,23.1,4.833,0.034,0.011,2.597,NA,0.05,0.045564,NA,NA,NA,NA,NA,NA,895.0352602,1923.285071,NA,NA,NA,NA,NA,NA,NA,NA,0.062980016,62.98001629,90.18776195,90187.76195,"GROS22.1_SAMEA110290356_METAG.genecount.profile","SAMEA110290356","METAG"
"189",114,"BbF2",0.182,"Brunsbuttel",5,694,"Free_living","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,NA,10.77,3.687,24.18,4.833,0.037,0.011,2.571,NA,0.048,0.048926,NA,NA,NA,NA,NA,NA,896.7004421,2013.204892,NA,NA,NA,NA,NA,NA,NA,NA,0.053955507,53.95550718,82.48756134,82487.56134,"GROS22.1_SAMEA110290357_METAG.genecount.profile","SAMEA110290357","METAG"
"190",114,"BbF2",0.182,"Brunsbuttel",5,694,"Free_living","Feb-22",89.63,5.616714588,0.787451824,101.3379107,NA,349.95,NA,10.77,3.687,24.18,4.833,0.037,0.011,2.571,NA,0.048,0.048926,NA,NA,NA,NA,NA,NA,896.7004421,2013.204892,NA,NA,NA,NA,NA,NA,NA,NA,0.053955507,53.95550718,82.48756134,82487.56134,"GROS22.1_SAMEA110290357_METAT.genecount.profile","SAMEA110290357","METAT"
"191",117,"ML1",31,"Muhlenberger Loch",2,633,"Light_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,68,7.714,1.784,11.08,0.327,0.04,0.008,1.008,NA,0.069,0.036386,NA,NA,NA,NA,NA,NA,642.2606509,922.5107612,6.716418768,2.838644568,3.266748695,2.705107501,0.88370118,135162458823728,353458964449023,133644009456961,0.307746081,307.7460808,108.0615026,108061.5026,"GROS22.2_SAMEA112714775_METAT.genecount.profile","SAMEA112714775","METAT"
"192",117,"ML1",31,"Muhlenberger Loch",2,633,"Light_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,68,7.714,1.784,11.08,0.327,0.04,0.008,1.008,NA,0.069,0.036386,NA,NA,NA,NA,NA,NA,642.2606509,922.5107612,6.716418768,2.838644568,3.266748695,2.705107501,0.88370118,135162458823728,353458964449023,133644009456961,0.307746081,307.7460808,108.0615026,108061.5026,"GROS22.2_SAMEA112714775_METAG.genecount.profile","SAMEA112714775","METAG"
"193",118,"ML2",18,"Muhlenberger Loch",2,633,"Light_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,68,7.434,2,11.27,0.327,0.039,0.008,1.024,NA,0.069,0.037119,NA,NA,NA,NA,NA,NA,618.9481046,938.3299891,NA,2.841590239,3.23827388,2.413486112,0.68732314,135162458823728,353458964449023,133644009456961,0.096414371,96.4143712,105.5584904,105558.4904,"GROS22.2_SAMEA112714776_METAT.genecount.profile","SAMEA112714776","METAT"
"194",118,"ML2",18,"Muhlenberger Loch",2,633,"Light_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,68,7.434,2,11.27,0.327,0.039,0.008,1.024,NA,0.069,0.037119,NA,NA,NA,NA,NA,NA,618.9481046,938.3299891,NA,2.841590239,3.23827388,2.413486112,0.68732314,135162458823728,353458964449023,133644009456961,0.096414371,96.4143712,105.5584904,105558.4904,"GROS22.2_SAMEA112714776_METAG.genecount.profile","SAMEA112714776","METAG"
"195",119,"MH1",76,"Muhlenberger Loch",2,633,"Heavy_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,245,7.714,1.784,11.08,0.327,0.04,0.008,1.008,NA,0.069,0.036386,NA,NA,NA,NA,NA,NA,642.2606509,922.5107612,13.30809685,8.076046895,10.3000282,3.428760578,1.86559138,161394778627043,NA,467555137315121,0.307746081,307.7460808,108.0615026,108061.5026,"GROS22.2_SAMEA112714777_METAG.genecount.profile","SAMEA112714777","METAG"
"196",119,"MH1",76,"Muhlenberger Loch",2,633,"Heavy_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,245,7.714,1.784,11.08,0.327,0.04,0.008,1.008,NA,0.069,0.036386,NA,NA,NA,NA,NA,NA,642.2606509,922.5107612,13.30809685,8.076046895,10.3000282,3.428760578,1.86559138,161394778627043,NA,467555137315121,0.307746081,307.7460808,108.0615026,108061.5026,"GROS22.2_SAMEA112714777_METAT.genecount.profile","SAMEA112714777","METAT"
"197",120,"MH2",24,"Muhlenberger Loch",2,633,"Heavy_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,245,7.434,2,11.27,0.327,0.039,0.008,1.024,NA,0.069,0.037119,NA,NA,NA,NA,NA,NA,618.9481046,938.3299891,NA,8.239040668,9.779626392,4.395922425,1.66921334,161394778627043,NA,467555137315121,0.096414371,96.4143712,105.5584904,105558.4904,"GROS22.2_SAMEA112714778_METAG.genecount.profile","SAMEA112714778","METAG"
"198",120,"MH2",24,"Muhlenberger Loch",2,633,"Heavy_fraction","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,245,7.434,2,11.27,0.327,0.039,0.008,1.024,NA,0.069,0.037119,NA,NA,NA,NA,NA,NA,618.9481046,938.3299891,NA,8.239040668,9.779626392,4.395922425,1.66921334,161394778627043,NA,467555137315121,0.096414371,96.4143712,105.5584904,105558.4904,"GROS22.2_SAMEA112714778_METAT.genecount.profile","SAMEA112714778","METAT"
"199",121,"MF1",5,"Muhlenberger Loch",2,633,"Free_living","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,NA,7.714,1.784,11.08,0.327,0.04,0.008,1.008,NA,0.069,0.036386,NA,NA,NA,NA,NA,NA,642.2606509,922.5107612,NA,NA,NA,NA,NA,NA,NA,NA,0.307746081,307.7460808,108.0615026,108061.5026,"GROS22.2_SAMEA112714779_METAT.genecount.profile","SAMEA112714779","METAT"
"200",121,"MF1",5,"Muhlenberger Loch",2,633,"Free_living","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,NA,7.714,1.784,11.08,0.327,0.04,0.008,1.008,NA,0.069,0.036386,NA,NA,NA,NA,NA,NA,642.2606509,922.5107612,NA,NA,NA,NA,NA,NA,NA,NA,0.307746081,307.7460808,108.0615026,108061.5026,"GROS22.2_SAMEA112714779_METAG.genecount.profile","SAMEA112714779","METAG"
"201",122,"MF2",9.6,"Muhlenberger Loch",2,633,"Free_living","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,NA,7.434,2,11.27,0.327,0.039,0.008,1.024,NA,0.069,0.037119,NA,NA,NA,NA,NA,NA,618.9481046,938.3299891,NA,NA,NA,NA,NA,NA,NA,NA,0.096414371,96.4143712,105.5584904,105558.4904,"GROS22.2_SAMEA112714780_METAT.genecount.profile","SAMEA112714780","METAT"
"202",122,"MF2",9.6,"Muhlenberger Loch",2,633,"Free_living","May-22",66.2,18.75076923,0.437,35.035571,7.505,192.075,NA,7.434,2,11.27,0.327,0.039,0.008,1.024,NA,0.069,0.037119,NA,NA,NA,NA,NA,NA,618.9481046,938.3299891,NA,NA,NA,NA,NA,NA,NA,NA,0.096414371,96.4143712,105.5584904,105558.4904,"GROS22.2_SAMEA112714780_METAG.genecount.profile","SAMEA112714780","METAG"
"203",123,"SchL1",9.1,"Schwarztonnensand",4,665,"Light_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,39.6,7.286,2.711,11.02,1.184,0.009,0,1.79,NA,0.033,0.042913,NA,NA,NA,NA,NA,NA,606.6257587,917.5152156,6.975291034,3.427778688,4.182852252,2.524439704,0.88370118,NA,142847805579059,151980687215435,0.035922813,35.9228127,82.10350781,82103.50781,"GROS22.2_SAMEA112714781_METAT.genecount.profile","SAMEA112714781","METAT"
"204",123,"SchL1",9.1,"Schwarztonnensand",4,665,"Light_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,39.6,7.286,2.711,11.02,1.184,0.009,0,1.79,NA,0.033,0.042913,NA,NA,NA,NA,NA,NA,606.6257587,917.5152156,6.975291034,3.427778688,4.182852252,2.524439704,0.88370118,NA,142847805579059,151980687215435,0.035922813,35.9228127,82.10350781,82103.50781,"GROS22.2_SAMEA112714781_METAG.genecount.profile","SAMEA112714781","METAG"
"205",124,"SchL2",13,"Schwarztonnensand",4,665,"Light_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,39.6,7.286,2.711,10.9,1.184,0.01,0,1.788,NA,0.033,0.043281,NA,NA,NA,NA,NA,NA,NA,907.5241243,NA,3.380647959,4.583463454,1.631901512,0.68732314,NA,142847805579059,151980687215435,0.027284704,27.2847042,80.64131315,80641.31315,"GROS22.2_SAMEA112714782_METAT.genecount.profile","SAMEA112714782","METAT"
"206",124,"SchL2",13,"Schwarztonnensand",4,665,"Light_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,39.6,7.286,2.711,10.9,1.184,0.01,0,1.788,NA,0.033,0.043281,NA,NA,NA,NA,NA,NA,NA,907.5241243,NA,3.380647959,4.583463454,1.631901512,0.68732314,NA,142847805579059,151980687215435,0.027284704,27.2847042,80.64131315,80641.31315,"GROS22.2_SAMEA112714782_METAG.genecount.profile","SAMEA112714782","METAG"
"207",125,"SchH1",28,"Schwarztonnensand",4,665,"Heavy_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,45.2,7.286,2.711,11.02,1.184,0.009,0,1.79,NA,0.033,0.042913,NA,NA,NA,NA,NA,NA,606.6257587,917.5152156,-12.81774594,4.597209916,6.246785452,3.351191253,0.9818902,229241129457204,113302323906059,19237540779,0.035922813,35.9228127,82.10350781,82103.50781,"GROS22.2_SAMEA112714783_METAG.genecount.profile","SAMEA112714783","METAG"
"208",125,"SchH1",28,"Schwarztonnensand",4,665,"Heavy_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,45.2,7.286,2.711,11.02,1.184,0.009,0,1.79,NA,0.033,0.042913,NA,NA,NA,NA,NA,NA,606.6257587,917.5152156,-12.81774594,4.597209916,6.246785452,3.351191253,0.9818902,229241129457204,113302323906059,19237540779,0.035922813,35.9228127,82.10350781,82103.50781,"GROS22.2_SAMEA112714783_METAT.genecount.profile","SAMEA112714783","METAT"
"209",126,"SchH2",10,"Schwarztonnensand",4,665,"Heavy_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,45.2,7.286,2.711,10.9,1.184,0.01,0,1.788,NA,0.033,0.043281,NA,NA,NA,NA,NA,NA,NA,907.5241243,NA,4.444035045,5.812789984,3.24121955,0.9818902,229241129457204,113302323906059,19237540779,0.027284704,27.2847042,80.64131315,80641.31315,"GROS22.2_SAMEA112714784_METAG.genecount.profile","SAMEA112714784","METAG"
"210",126,"SchH2",10,"Schwarztonnensand",4,665,"Heavy_fraction","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,45.2,7.286,2.711,10.9,1.184,0.01,0,1.788,NA,0.033,0.043281,NA,NA,NA,NA,NA,NA,NA,907.5241243,NA,4.444035045,5.812789984,3.24121955,0.9818902,229241129457204,113302323906059,19237540779,0.027284704,27.2847042,80.64131315,80641.31315,"GROS22.2_SAMEA112714784_METAT.genecount.profile","SAMEA112714784","METAT"
"211",127,"SchF1",0.61,"Schwarztonnensand",4,665,"Free_living","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,NA,7.286,2.711,11.02,1.184,0.009,0,1.79,NA,0.033,0.042913,NA,NA,NA,NA,NA,NA,606.6257587,917.5152156,NA,NA,NA,NA,NA,NA,NA,NA,0.035922813,35.9228127,82.10350781,82103.50781,"GROS22.2_SAMEA112714785_METAG.genecount.profile","SAMEA112714785","METAG"
"212",127,"SchF1",0.61,"Schwarztonnensand",4,665,"Free_living","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,NA,7.286,2.711,11.02,1.184,0.009,0,1.79,NA,0.033,0.042913,NA,NA,NA,NA,NA,NA,606.6257587,917.5152156,NA,NA,NA,NA,NA,NA,NA,NA,0.035922813,35.9228127,82.10350781,82103.50781,"GROS22.2_SAMEA112714785_METAT.genecount.profile","SAMEA112714785","METAT"
"213",128,"SchF2",2.52,"Schwarztonnensand",4,665,"Free_living","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,NA,7.286,2.711,10.9,1.184,0.01,0,1.788,NA,0.033,0.043281,NA,NA,NA,NA,NA,NA,NA,907.5241243,NA,NA,NA,NA,NA,NA,NA,NA,0.027284704,27.2847042,80.64131315,80641.31315,"GROS22.2_SAMEA112714786_METAT.genecount.profile","SAMEA112714786","METAT"
"214",128,"SchF2",2.52,"Schwarztonnensand",4,665,"Free_living","May-22",88.836,17.03593103,0.86731034,14.963854,7.795,266.348,NA,7.286,2.711,10.9,1.184,0.01,0,1.788,NA,0.033,0.043281,NA,NA,NA,NA,NA,NA,NA,907.5241243,NA,NA,NA,NA,NA,NA,NA,NA,0.027284704,27.2847042,80.64131315,80641.31315,"GROS22.2_SAMEA112714786_METAG.genecount.profile","SAMEA112714786","METAG"
"215",129,"MGL1",16,"Meedem Grund",6,712,"Light_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,31.6,8.531,2.461,17.84,0.732,0.015,0.002,1.075,NA,0.055,0.042637,NA,NA,NA,NA,NA,NA,710.2833307,1485.342237,5.60566581,3.662450446,4.56677132,2.674668905,0.58913412,NA,461337963473806,658406911784249,0.088992624,88.9926243,65.50415018,65504.15018,"GROS22.2_SAMEA112714787_METAT.genecount.profile","SAMEA112714787","METAT"
"216",129,"MGL1",16,"Meedem Grund",6,712,"Light_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,31.6,8.531,2.461,17.84,0.732,0.015,0.002,1.075,NA,0.055,0.042637,NA,NA,NA,NA,NA,NA,710.2833307,1485.342237,5.60566581,3.662450446,4.56677132,2.674668905,0.58913412,NA,461337963473806,658406911784249,0.088992624,88.9926243,65.50415018,65504.15018,"GROS22.2_SAMEA112714787_METAG.genecount.profile","SAMEA112714787","METAG"
"217",130,"MGL2",13,"Meedem Grund",6,712,"Light_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,31.6,8.531,2.461,20.58,0.732,0.014,0.003,1.072,NA,0.055,0.043117,NA,NA,NA,NA,NA,NA,NA,1713.472154,NA,3.544623622,4.456799618,3.028149377,0.58913412,NA,461337963473806,658406911784249,0.070819439,70.81943889,54.2276369,54227.6369,"GROS22.2_SAMEA112714788_METAT.genecount.profile","SAMEA112714788","METAT"
"218",130,"MGL2",13,"Meedem Grund",6,712,"Light_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,31.6,8.531,2.461,20.58,0.732,0.014,0.003,1.072,NA,0.055,0.043117,NA,NA,NA,NA,NA,NA,NA,1713.472154,NA,3.544623622,4.456799618,3.028149377,0.58913412,NA,461337963473806,658406911784249,0.070819439,70.81943889,54.2276369,54227.6369,"GROS22.2_SAMEA112714788_METAG.genecount.profile","SAMEA112714788","METAG"
"219",131,"MGH1",46,"Meedem Grund",6,712,"Heavy_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,47.6,8.531,2.461,17.84,0.732,0.015,0.002,1.075,NA,0.055,0.042637,NA,NA,NA,NA,NA,NA,710.2833307,1485.342237,2.490697712,4.561861869,5.733256878,2.411522331,0.68732314,NA,435644026229219,4836141422422,0.088992624,88.9926243,65.50415018,65504.15018,"GROS22.2_SAMEA112714789_METAT.genecount.profile","SAMEA112714789","METAT"
"220",131,"MGH1",46,"Meedem Grund",6,712,"Heavy_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,47.6,8.531,2.461,17.84,0.732,0.015,0.002,1.075,NA,0.055,0.042637,NA,NA,NA,NA,NA,NA,710.2833307,1485.342237,2.490697712,4.561861869,5.733256878,2.411522331,0.68732314,NA,435644026229219,4836141422422,0.088992624,88.9926243,65.50415018,65504.15018,"GROS22.2_SAMEA112714789_METAG.genecount.profile","SAMEA112714789","METAG"
"221",132,"MGH2",20,"Meedem Grund",6,712,"Heavy_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,47.6,8.531,2.461,20.58,0.732,0.014,0.003,1.072,NA,0.055,0.043117,NA,NA,NA,NA,NA,NA,NA,1713.472154,NA,4.22212786,6.097538142,3.109646263,0.78551216,NA,435644026229219,4836141422422,0.070819439,70.81943889,54.2276369,54227.6369,"GROS22.2_SAMEA112714790_METAT.genecount.profile","SAMEA112714790","METAT"
"222",132,"MGH2",20,"Meedem Grund",6,712,"Heavy_fraction","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,47.6,8.531,2.461,20.58,0.732,0.014,0.003,1.072,NA,0.055,0.043117,NA,NA,NA,NA,NA,NA,NA,1713.472154,NA,4.22212786,6.097538142,3.109646263,0.78551216,NA,435644026229219,4836141422422,0.070819439,70.81943889,54.2276369,54227.6369,"GROS22.2_SAMEA112714790_METAG.genecount.profile","SAMEA112714790","METAG"
"223",133,"MGF1",4.91,"Meedem Grund",6,712,"Free_living","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,NA,8.531,2.461,17.84,0.732,0.015,0.002,1.075,NA,0.055,0.042637,NA,NA,NA,NA,NA,NA,710.2833307,1485.342237,NA,NA,NA,NA,NA,NA,NA,NA,0.088992624,88.9926243,65.50415018,65504.15018,"GROS22.2_SAMEA112714791_METAT.genecount.profile","SAMEA112714791","METAT"
"224",133,"MGF1",4.91,"Meedem Grund",6,712,"Free_living","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,NA,8.531,2.461,17.84,0.732,0.015,0.002,1.075,NA,0.055,0.042637,NA,NA,NA,NA,NA,NA,710.2833307,1485.342237,NA,NA,NA,NA,NA,NA,NA,NA,0.088992624,88.9926243,65.50415018,65504.15018,"GROS22.2_SAMEA112714791_METAG.genecount.profile","SAMEA112714791","METAG"
