genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GROS22-2_SAMEA112714811_MAG_00000362.fa,824_1,0.010000000000000009,average,ANImf,824
GROS22-2_SAMEA112714812_MAG_00000076.fa,824_1,0.010000000000000009,average,ANImf,824
GROS22-1_SAMEA110290292_MAG_00000184.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-1_SAMEA110290293_MAG_00000105.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-1_SAMEA110290295_MAG_00000177.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714833_MAG_00000141.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714834_MAG_00000114.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714835_MAG_00000133.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714836_MAG_00000082.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714851_MAG_00000140.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714852_MAG_00000110.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714853_MAG_00000077.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714854_MAG_00000219.fa,825_1,0.010000000000000009,average,ANImf,825
GROS22-1_SAMEA110290294_MAG_00000039.fa,825_2,0.010000000000000009,average,ANImf,825
GROS22-2_SAMEA112714800_MAG_00000070.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714807_MAG_00000001.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714809_MAG_00000231.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714821_MAG_00000198.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714822_MAG_00000028.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714824_MAG_00000149.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714825_MAG_00000333.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-2_SAMEA112714826_MAG_00000045.fa,826_1,0.010000000000000009,average,ANImf,826
GROS22-1_SAMEA110290287_MAG_00000125.fa,827_0,0.010000000000000009,average,ANImf,827
GROS22-2_SAMEA112714776_MAG_00000104.fa,828_0,0.010000000000000009,average,ANImf,828
GROS22-2_SAMEA112714817_MAG_00000125.fa,829_1,0.010000000000000009,average,ANImf,829
GROS22-2_SAMEA112714818_MAG_00000126.fa,829_1,0.010000000000000009,average,ANImf,829
GROS22-1_SAMEA110290298_MAG_00000132.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714782_MAG_00000002.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714799_MAG_00000031.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714802_MAG_00000067.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714810_MAG_00000203.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714811_MAG_00000105.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714813_MAG_00000165.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714839_MAG_00000203.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714841_MAG_00000216.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714842_MAG_00000052.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-2_SAMEA112714851_MAG_00000038.fa,830_1,0.010000000000000009,average,ANImf,830
GROS22-1_SAMEA110290299_MAG_00000082.fa,830_2,0.010000000000000009,average,ANImf,830
GROS22-1_SAMEA110290256_MAG_00000131.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290257_MAG_00000036.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290258_MAG_00000052.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290259_MAG_00000066.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290260_MAG_00000016.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290262_MAG_00000096.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290263_MAG_00000044.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290264_MAG_00000040.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290265_MAG_00000070.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290274_MAG_00000132.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290275_MAG_00000116.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290276_MAG_00000032.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290277_MAG_00000003.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290280_MAG_00000128.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290281_MAG_00000084.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290282_MAG_00000133.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290283_MAG_00000013.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290300_MAG_00000100.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290312_MAG_00000003.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290313_MAG_00000085.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290318_MAG_00000059.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290340_MAG_00000014.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290342_MAG_00000063.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290352_MAG_00000013.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714775_MAG_00000169.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714776_MAG_00000180.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714777_MAG_00000092.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714778_MAG_00000044.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714781_MAG_00000031.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714782_MAG_00000036.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714783_MAG_00000078.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714784_MAG_00000058.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714786_MAG_00000006.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714787_MAG_00000010.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714788_MAG_00000070.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714789_MAG_00000082.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714790_MAG_00000072.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714793_MAG_00000145.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714794_MAG_00000059.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714795_MAG_00000091.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714796_MAG_00000170.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714799_MAG_00000094.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714800_MAG_00000131.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714801_MAG_00000007.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714802_MAG_00000163.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714807_MAG_00000010.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714810_MAG_00000189.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714811_MAG_00000170.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714812_MAG_00000108.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714813_MAG_00000162.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714814_MAG_00000245.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714815_MAG_00000324.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714817_MAG_00000025.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714818_MAG_00000185.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714821_MAG_00000130.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714822_MAG_00000038.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714823_MAG_00000135.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714824_MAG_00000062.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714827_MAG_00000079.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714828_MAG_00000032.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714829_MAG_00000043.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714830_MAG_00000023.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714831_MAG_00000220.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714839_MAG_00000094.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714840_MAG_00000038.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714841_MAG_00000249.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714842_MAG_00000219.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714851_MAG_00000168.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714852_MAG_00000236.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714853_MAG_00000118.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714854_MAG_00000008.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714860_MAG_00000027.fa,831_1,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290298_MAG_00000017.fa,831_2,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290299_MAG_00000047.fa,831_3,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290353_MAG_00000066.fa,831_4,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290311_MAG_00000064.fa,831_5,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290301_MAG_00000081.fa,831_6,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290310_MAG_00000041.fa,831_7,0.010000000000000009,average,ANImf,831
GROS22-1_SAMEA110290354_MAG_00000025.fa,831_8,0.010000000000000009,average,ANImf,831
GROS22-2_SAMEA112714817_MAG_00000181.fa,832_0,0.010000000000000009,average,ANImf,832
GROS22-2_SAMEA112714830_MAG_00000085.fa,833_1,0.010000000000000009,average,ANImf,833
GROS22-2_SAMEA112714845_MAG_00000155.fa,833_1,0.010000000000000009,average,ANImf,833
GROS22-2_SAMEA112714846_MAG_00000089.fa,833_1,0.010000000000000009,average,ANImf,833
GROS22-2_SAMEA112714860_MAG_00000048.fa,833_1,0.010000000000000009,average,ANImf,833
GROS22-1_SAMEA110290298_MAG_00000098.fa,833_2,0.010000000000000009,average,ANImf,833
GROS22-1_SAMEA110290299_MAG_00000160.fa,833_3,0.010000000000000009,average,ANImf,833
GROS22-2_SAMEA112714817_MAG_00000152.fa,834_1,0.010000000000000009,average,ANImf,834
GROS22-2_SAMEA112714818_MAG_00000144.fa,834_1,0.010000000000000009,average,ANImf,834
GROS22-2_SAMEA112714832_MAG_00000101.fa,835_1,0.010000000000000009,average,ANImf,835
GROS22-2_SAMEA112714849_MAG_00000076.fa,835_1,0.010000000000000009,average,ANImf,835
GROS22-2_SAMEA112714850_MAG_00000104.fa,835_1,0.010000000000000009,average,ANImf,835
GROS22-2_SAMEA112714861_MAG_00000203.fa,835_1,0.010000000000000009,average,ANImf,835
GROS22-2_SAMEA112714862_MAG_00000045.fa,835_1,0.010000000000000009,average,ANImf,835
GROS22-2_SAMEA112714858_MAG_00000191.fa,836_0,0.010000000000000009,average,ANImf,836
GROS22-1_SAMEA110290250_MAG_00000020.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290251_MAG_00000059.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290252_MAG_00000060.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290253_MAG_00000014.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290254_MAG_00000007.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290255_MAG_00000006.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290268_MAG_00000044.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290269_MAG_00000055.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290270_MAG_00000029.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290271_MAG_00000030.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290272_MAG_00000111.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290273_MAG_00000183.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290275_MAG_00000120.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290279_MAG_00000108.fa,837_1,0.010000000000000009,average,ANImf,837
GROS22-1_SAMEA110290291_MAG_00000162.fa,838_0,0.010000000000000009,average,ANImf,838
GROS22-2_SAMEA112714831_MAG_00000192.fa,839_1,0.010000000000000009,average,ANImf,839
GROS22-2_SAMEA112714832_MAG_00000272.fa,839_1,0.010000000000000009,average,ANImf,839
GROS22-2_SAMEA112714831_MAG_00000053.fa,840_1,0.010000000000000009,average,ANImf,840
GROS22-2_SAMEA112714832_MAG_00000174.fa,840_1,0.010000000000000009,average,ANImf,840
GROS22-2_SAMEA112714861_MAG_00000111.fa,840_1,0.010000000000000009,average,ANImf,840
GROS22-2_SAMEA112714862_MAG_00000053.fa,840_1,0.010000000000000009,average,ANImf,840
GROS22-1_SAMEA110290299_MAG_00000130.fa,841_0,0.010000000000000009,average,ANImf,841
GROS22-2_SAMEA112714817_MAG_00000179.fa,842_0,0.010000000000000009,average,ANImf,842
GROS22-2_SAMEA112714849_MAG_00000002.fa,843_1,0.010000000000000009,average,ANImf,843
GROS22-2_SAMEA112714850_MAG_00000124.fa,843_1,0.010000000000000009,average,ANImf,843
GROS22-2_SAMEA112714861_MAG_00000363.fa,843_1,0.010000000000000009,average,ANImf,843
GROS22-1_SAMEA110290266_MAG_00000161.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-1_SAMEA110290267_MAG_00000109.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714791_MAG_00000183.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714792_MAG_00000117.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714819_MAG_00000222.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714831_MAG_00000087.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714832_MAG_00000069.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714849_MAG_00000383.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714850_MAG_00000017.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714861_MAG_00000115.fa,844_1,0.010000000000000009,average,ANImf,844
GROS22-2_SAMEA112714785_MAG_00000154.fa,845_1,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714797_MAG_00000149.fa,845_2,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714825_MAG_00000449.fa,845_3,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714826_MAG_00000180.fa,845_4,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714809_MAG_00000005.fa,845_5,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714779_MAG_00000199.fa,845_6,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714808_MAG_00000190.fa,845_7,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714780_MAG_00000094.fa,845_8,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714776_MAG_00000068.fa,845_9,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714798_MAG_00000028.fa,845_10,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714794_MAG_00000226.fa,845_11,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714786_MAG_00000143.fa,845_12,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714782_MAG_00000174.fa,845_13,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714775_MAG_00000135.fa,845_14,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714777_MAG_00000057.fa,845_15,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714778_MAG_00000084.fa,845_16,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714800_MAG_00000135.fa,845_17,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714822_MAG_00000207.fa,845_18,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714821_MAG_00000176.fa,845_19,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714807_MAG_00000110.fa,845_20,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714796_MAG_00000029.fa,845_21,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714837_MAG_00000101.fa,845_22,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714838_MAG_00000117.fa,845_23,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714833_MAG_00000211.fa,845_24,0.010000000000000009,average,ANImf,845
GROS22-2_SAMEA112714834_MAG_00000141.fa,845_25,0.010000000000000009,average,ANImf,845
GROS22-1_SAMEA110290268_MAG_00000056.fa,846_1,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290270_MAG_00000009.fa,846_2,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290269_MAG_00000053.fa,846_3,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290271_MAG_00000051.fa,846_4,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290272_MAG_00000047.fa,846_5,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290275_MAG_00000073.fa,846_6,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290331_MAG_00000040.fa,846_7,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290339_MAG_00000003.fa,846_8,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290329_MAG_00000037.fa,846_9,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290335_MAG_00000078.fa,846_10,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290346_MAG_00000041.fa,846_11,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290352_MAG_00000053.fa,846_12,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290349_MAG_00000038.fa,846_13,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290347_MAG_00000012.fa,846_14,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290351_MAG_00000012.fa,846_15,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290282_MAG_00000105.fa,846_16,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290283_MAG_00000036.fa,846_17,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290276_MAG_00000005.fa,846_18,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714776_MAG_00000144.fa,846_19,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714778_MAG_00000147.fa,846_19,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714779_MAG_00000129.fa,846_19,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714775_MAG_00000062.fa,846_20,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290255_MAG_00000220.fa,846_21,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290273_MAG_00000174.fa,846_22,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714780_MAG_00000185.fa,846_23,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714777_MAG_00000033.fa,846_24,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714794_MAG_00000104.fa,846_25,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290285_MAG_00000177.fa,846_26,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290284_MAG_00000115.fa,846_27,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290260_MAG_00000248.fa,846_28,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290278_MAG_00000060.fa,846_29,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290261_MAG_00000203.fa,846_30,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290264_MAG_00000091.fa,846_31,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290257_MAG_00000095.fa,846_32,0.010000000000000009,average,ANImf,846
GROS22-1_SAMEA110290259_MAG_00000029.fa,846_33,0.010000000000000009,average,ANImf,846
GROS22-2_SAMEA112714839_MAG_00000100.fa,847_1,0.010000000000000009,average,ANImf,847
GROS22-2_SAMEA112714841_MAG_00000291.fa,847_1,0.010000000000000009,average,ANImf,847
GROS22-2_SAMEA112714851_MAG_00000088.fa,847_1,0.010000000000000009,average,ANImf,847
GROS22-2_SAMEA112714852_MAG_00000235.fa,847_1,0.010000000000000009,average,ANImf,847
GROS22-2_SAMEA112714853_MAG_00000176.fa,847_1,0.010000000000000009,average,ANImf,847
GROS22-2_SAMEA112714819_MAG_00000197.fa,848_1,0.010000000000000009,average,ANImf,848
GROS22-2_SAMEA112714849_MAG_00000178.fa,848_2,0.010000000000000009,average,ANImf,848
GROS22-2_SAMEA112714811_MAG_00000238.fa,849_1,0.010000000000000009,average,ANImf,849
GROS22-2_SAMEA112714812_MAG_00000150.fa,849_1,0.010000000000000009,average,ANImf,849
GROS22-2_SAMEA112714813_MAG_00000044.fa,849_1,0.010000000000000009,average,ANImf,849
GROS22-1_SAMEA110290257_MAG_00000124.fa,850_1,0.010000000000000009,average,ANImf,850
GROS22-1_SAMEA110290264_MAG_00000021.fa,850_2,0.010000000000000009,average,ANImf,850
GROS22-2_SAMEA112714845_MAG_00000126.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714846_MAG_00000130.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714847_MAG_00000199.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714848_MAG_00000243.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714849_MAG_00000358.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714850_MAG_00000140.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714857_MAG_00000025.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714858_MAG_00000089.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714859_MAG_00000136.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714860_MAG_00000090.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714861_MAG_00000138.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714862_MAG_00000002.fa,851_1,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714839_MAG_00000302.fa,851_2,0.010000000000000009,average,ANImf,851
GROS22-1_SAMEA110290303_MAG_00000070.fa,851_3,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714816_MAG_00000117.fa,851_4,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714817_MAG_00000063.fa,851_4,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714818_MAG_00000117.fa,851_4,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714827_MAG_00000189.fa,851_4,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714829_MAG_00000038.fa,851_4,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714830_MAG_00000176.fa,851_4,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714828_MAG_00000041.fa,851_5,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714831_MAG_00000257.fa,851_6,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714819_MAG_00000074.fa,851_7,0.010000000000000009,average,ANImf,851
GROS22-2_SAMEA112714832_MAG_00000217.fa,851_8,0.010000000000000009,average,ANImf,851
GROS22-1_SAMEA110290298_MAG_00000102.fa,851_9,0.010000000000000009,average,ANImf,851
GROS22-1_SAMEA110290299_MAG_00000147.fa,851_10,0.010000000000000009,average,ANImf,851
GROS22-1_SAMEA110290300_MAG_00000084.fa,851_11,0.010000000000000009,average,ANImf,851
GROS22-1_SAMEA110290301_MAG_00000113.fa,851_12,0.010000000000000009,average,ANImf,851
GROS22-1_SAMEA110290262_MAG_00000129.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290263_MAG_00000102.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290264_MAG_00000006.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290265_MAG_00000062.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290266_MAG_00000006.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290267_MAG_00000023.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290298_MAG_00000113.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290299_MAG_00000068.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290300_MAG_00000140.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290301_MAG_00000026.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290302_MAG_00000120.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-1_SAMEA110290303_MAG_00000086.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-2_SAMEA112714787_MAG_00000059.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-2_SAMEA112714788_MAG_00000002.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-2_SAMEA112714789_MAG_00000040.fa,852_1,0.010000000000000009,average,ANImf,852
GROS22-2_SAMEA112714790_MAG_00000051.fa,852_1,0.010000000000000009,average,ANImf,852
